,geneSymbol,pax6_baseMean,pax6_log2FoldChange,pax6_pvalue,pax6_padj,pax6_threshold,tbr2_baseMean,tbr2_log2FoldChange,tbr2_pvalue,tbr2_padj,tbr2_threshold,neg_baseMean,neg_log2FoldChange,neg_pvalue,neg_padj,neg_threshold
ENSMUSG00000000001,Gnai3,1300.904534,-0.008124444,0.953290409,0.995438025,FALSE,736.9947582,-0.080673632,0.464232068,0.90993615,FALSE,710.9088138,-0.071192891,0.566247755,0.987476362,FALSE
ENSMUSG00000000003,Pbsn,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000028,Cdc45,439.2740597,-0.242239279,0.057275245,0.435710764,FALSE,70.75069927,-0.440764638,0.02901586,0.3453831,FALSE,41.99890346,0.010858487,0.941073737,0.998587315,FALSE
ENSMUSG00000000031,H19,49.9511139,-1.006058721,6.70E-07,4.49E-05,TRUE,8.052613441,-0.183929879,0.308438903,0.840471613,FALSE,18.00283536,-0.0266997,0.853171998,0.998587315,FALSE
ENSMUSG00000000037,Scml2,161.5167361,0.185419442,0.198500141,0.727835485,FALSE,23.92503092,0.176513715,0.399213946,0.882478084,FALSE,63.63804136,0.005886617,0.966647825,0.998587315,FALSE
ENSMUSG00000000049,Apoh,0,NA,NA,NA,NA,0.395869292,0.058501456,0.31917559,NA,NA,0.207442246,-0.014665151,0.492349517,NA,NA
ENSMUSG00000000056,Narf,427.9088455,-0.141682286,0.260185025,0.789763508,FALSE,621.1222194,-0.059952383,0.549435957,0.931783266,FALSE,763.9713395,0.069125775,0.466436839,0.975637574,FALSE
ENSMUSG00000000058,Cav2,43.85260596,-0.074156643,0.714991364,0.961183056,FALSE,2.609682724,0.126055719,0.376809762,NA,NA,5.021672054,-0.037434713,0.717733159,NA,NA
ENSMUSG00000000078,Klf6,1010.124368,0.468339378,3.19E-05,0.001375169,TRUE,386.137152,0.179047047,0.256097983,0.80410263,FALSE,850.394377,0.063435968,0.576084853,0.987476362,FALSE
ENSMUSG00000000085,Scmh1,1350.506214,-0.031738641,0.703955491,0.960010729,FALSE,1092.410635,0.128970746,0.235205214,0.792538968,FALSE,1335.955563,0.074795398,0.348685058,0.966032646,FALSE
ENSMUSG00000000088,Cox5a,113.394557,-0.056413488,0.725745986,0.961222618,FALSE,96.46650868,-0.093955273,0.588192903,0.940287997,FALSE,120.8857334,-0.195790816,0.139401526,0.916922264,FALSE
ENSMUSG00000000093,Tbx2,5.128396597,-0.088925635,0.554292125,NA,NA,9.82694358,0.330187159,0.105479135,0.615834402,FALSE,12.40597965,0.040244757,0.769321073,NA,NA
ENSMUSG00000000094,Tbx4,0,NA,NA,NA,NA,1.113222002,0.128184716,0.18019353,NA,NA,1.009875742,0.016160981,0.762504462,NA,NA
ENSMUSG00000000103,Zfy2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000120,Ngfr,6.682397915,0.256115673,NA,NA,NA,22.29730198,0.164350691,0.263491961,0.811318678,FALSE,355.8660827,-0.007601109,0.955148798,0.998587315,FALSE
ENSMUSG00000000125,Wnt3,2.703336386,0.060933178,0.586593557,NA,NA,2.366779902,0.254975596,0.068726273,NA,NA,3.223072724,0.093261977,0.28966522,NA,NA
ENSMUSG00000000126,Wnt9a,3.620421849,0.152525897,0.253262767,NA,NA,0.494940862,0.05800896,0.320796644,NA,NA,1.863306637,-0.058115476,0.408382328,NA,NA
ENSMUSG00000000127,Fer,343.7910881,-0.032994552,0.79152237,0.973715863,FALSE,239.8778713,0.063724188,0.613047625,0.946054496,FALSE,441.0416657,-0.002243342,0.984016032,0.998587315,FALSE
ENSMUSG00000000131,Xpo6,2100.785825,-0.008095331,0.930741074,0.993866859,FALSE,1469.838277,0.082243628,0.381268821,0.878859876,FALSE,2212.760333,0.047958737,0.51957519,0.980098489,FALSE
ENSMUSG00000000134,Tfe3,257.5911515,0.159280102,0.195942142,0.725439149,FALSE,271.6899705,-0.203173106,0.084227413,0.56782785,FALSE,209.6395016,-0.145836076,0.243000171,0.953550706,FALSE
ENSMUSG00000000142,Axin2,538.7185517,-0.20891218,0.086922509,0.534789458,FALSE,255.0759992,-0.040023009,0.795564584,0.97399163,FALSE,210.6887067,0.099076345,0.479090849,0.975637574,FALSE
ENSMUSG00000000148,Brat1,206.0809018,-0.039130093,0.757301261,0.967221251,FALSE,125.4053558,-0.084995508,0.586896468,0.940287997,FALSE,195.8996877,0.020861201,0.851471617,0.998587315,FALSE
ENSMUSG00000000149,Gna12,596.6472881,-0.068119438,0.618849741,0.948176475,FALSE,532.5893533,0.050481424,0.627925526,0.950288679,FALSE,806.9501702,-0.12738682,0.160139216,0.925082908,FALSE
ENSMUSG00000000154,Slc22a18,0.669366457,0.019413932,0.783179451,NA,NA,0.339323428,0.015757973,0.769593334,NA,NA,0.598238222,-0.024555924,0.556629045,NA,NA
ENSMUSG00000000157,Itgb2l,0,NA,NA,NA,NA,0.388451688,0.015393565,0.784596117,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000159,Igsf5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000167,Pih1d2,49.46646436,-0.211279279,0.256428318,0.786351463,FALSE,16.33824207,-0.003650396,0.986028498,0.999730607,FALSE,12.77986899,-0.148449767,0.254142885,NA,NA
ENSMUSG00000000168,Dlat,483.5789458,-0.194177171,0.198029237,0.72770466,FALSE,296.146751,0.136943318,0.283870167,0.827093158,FALSE,440.7095706,0.097713698,0.423942709,0.972920698,FALSE
ENSMUSG00000000171,Sdhd,397.3061447,-0.074823448,0.582567414,0.937873073,FALSE,193.849751,-0.324611485,0.014632595,0.242622677,FALSE,169.581053,-0.20984547,0.087092142,0.873331516,FALSE
ENSMUSG00000000182,Fgf23,15.84104676,0.163752603,0.427796701,0.891340417,FALSE,7.820204073,0.038811754,0.834642755,0.981290016,FALSE,8.136962229,-0.036262756,0.748087269,NA,NA
ENSMUSG00000000183,Fgf6,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000184,Ccnd2,8376.071013,0.227393314,0.005007076,0.090399702,FALSE,4355.998653,-0.083388813,0.440921994,0.900958779,FALSE,1127.023489,0.11842095,0.356302839,0.966032646,FALSE
ENSMUSG00000000194,Gpr107,679.9331672,0.047110761,0.684441831,0.956738194,FALSE,609.6542172,0.056020161,0.554370431,0.931937306,FALSE,865.3694263,0.025427058,0.776506765,0.996231565,FALSE
ENSMUSG00000000197,Nalcn,45.69472646,-0.259024228,0.195425296,0.724669515,FALSE,21.08086362,0.593588921,0.004489059,0.116132915,FALSE,39.44927517,0.240601294,0.104736536,0.881122898,FALSE
ENSMUSG00000000202,Btbd17,59.54410539,-0.262580519,0.182850215,0.708771656,FALSE,235.844358,-0.589551927,1.53E-05,0.001369219,TRUE,26.59574498,-0.685136457,3.90E-06,0.003693642,TRUE
ENSMUSG00000000204,Slfn4,0.260876298,-0.034092483,0.45079006,NA,NA,0,NA,NA,NA,NA,0.049389851,-0.010185218,0.610404893,NA,NA
ENSMUSG00000000214,Th,0.130438149,-0.0263367,0.510581889,NA,NA,2.935692976,0.060689196,0.670708271,NA,NA,0.146546384,0.014153092,0.494221515,NA,NA
ENSMUSG00000000215,Ins2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000216,Scnn1g,0.243137287,0.036141954,0.430570562,NA,NA,1.725165245,0.161071683,0.190773798,NA,NA,0.259863953,0.024265214,0.363634547,NA,NA
ENSMUSG00000000223,Drp2,198.9687619,0.122567736,0.371026585,0.864722242,FALSE,296.7731934,0.245518135,0.063658382,0.505805527,FALSE,1148.529988,0.107886643,0.303296535,0.955388836,FALSE
ENSMUSG00000000244,Tspan32,6.012580327,0.069805044,0.674261292,NA,NA,1.730165831,0.069381412,0.577566203,NA,NA,3.00691178,-0.054065579,0.421357061,NA,NA
ENSMUSG00000000247,Lhx2,7268.543876,-0.096860344,0.320228181,0.833586314,FALSE,13317.16062,-0.241336433,0.010553012,0.19657334,FALSE,2895.081855,-0.426677124,0.000612479,0.132114806,FALSE
ENSMUSG00000000248,Clec2g,0,NA,NA,NA,NA,0.117108469,0.026346839,0.508355018,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000253,Gmpr,8.72966974,-0.020560474,0.906431191,0.993022889,FALSE,13.97786976,-0.282309456,0.177040842,0.731627525,FALSE,28.81732949,0.137380619,0.353195705,0.966032646,FALSE
ENSMUSG00000000263,Glra1,3.899215863,0.136927868,0.39949098,NA,NA,2.716517364,0.044406349,0.748027077,NA,NA,4.798811429,0.051576726,0.62575656,NA,NA
ENSMUSG00000000266,Mid2,49.08318667,0.014091166,0.941860735,0.994176735,FALSE,18.88431909,0.027425169,0.895445246,0.988291405,FALSE,38.59135118,0.236828915,0.110793206,0.884731901,FALSE
ENSMUSG00000000275,Trim25,65.7042927,0.361277188,0.049895191,0.408555795,FALSE,19.83291137,-0.136171221,0.514277285,0.925537861,FALSE,15.11813559,-0.076236464,0.572125581,NA,NA
ENSMUSG00000000276,Dgke,348.3184846,-0.167624166,0.194867293,0.723522637,FALSE,422.4681702,0.045476376,0.678837688,0.957835275,FALSE,670.9262102,0.049700942,0.605073324,0.987507028,FALSE
ENSMUSG00000000278,Scpep1,280.1895633,-0.167687046,0.202140645,0.730865218,FALSE,141.3828506,-0.102315084,0.514564396,0.925537861,FALSE,136.7450863,-0.00157441,0.991506416,0.998587315,FALSE
ENSMUSG00000000282,Mnt,397.9955253,-0.098764648,0.534387093,0.928509496,FALSE,575.1180408,-0.054381427,0.640012779,0.952335695,FALSE,723.8265181,0.019254495,0.885454563,0.998587315,FALSE
ENSMUSG00000000290,Itgb2,0,NA,NA,NA,NA,0.231430298,0.000189412,0.996726269,NA,NA,1.522983014,-0.037031598,0.570927633,NA,NA
ENSMUSG00000000295,Hddc2,175.0337487,0.224561238,0.139671311,0.646910246,FALSE,69.32416845,-0.050368338,0.779255826,0.971340111,FALSE,66.42948109,0.019375708,0.893514892,0.998587315,FALSE
ENSMUSG00000000296,Tpd52l1,12.53216959,0.473692469,0.020315221,0.245639265,FALSE,4.374610132,-0.299922493,0.076635223,NA,NA,3.257644322,0.067338644,0.480140833,NA,NA
ENSMUSG00000000301,Pemt,11.91114769,0.06001825,0.771052614,0.970320164,FALSE,6.395147787,-0.16505275,0.391344119,0.881371426,FALSE,6.228567388,-0.065064566,0.570175458,NA,NA
ENSMUSG00000000303,Cdh1,5.081738262,-0.17257672,0.328000949,NA,NA,6.641647803,-0.039783864,0.82704979,0.980313794,FALSE,3.513278719,-0.049397906,0.575815147,NA,NA
ENSMUSG00000000305,Cdh4,771.3150924,-0.223808003,0.132052609,0.632380459,FALSE,740.5221938,-0.673896967,7.02E-11,2.63E-08,TRUE,934.400685,-0.471046924,2.70E-07,0.0005922,TRUE
ENSMUSG00000000308,Ckmt1,1.445585283,0.028299437,0.747704189,NA,NA,8.127502823,-0.231611447,0.206889202,0.768603097,FALSE,24.93470382,-0.212323091,0.152736142,0.925082908,FALSE
ENSMUSG00000000317,Bcl6b,25.34537344,-0.059775676,0.77213934,0.970320164,FALSE,12.69335001,0.12729883,0.534751041,0.930765123,FALSE,42.94658628,-0.130773063,0.373372385,0.966032646,FALSE
ENSMUSG00000000318,Clec10a,0.261806815,0.000597917,0.989565271,NA,NA,0.605027648,0.055919922,0.444158393,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000320,Alox12,6.529737075,0.266534333,0.148203926,NA,NA,6.273936156,-0.03177195,0.865580289,0.985845234,FALSE,5.481830321,-0.03106538,0.758257993,NA,NA
ENSMUSG00000000325,Arvcf,1180.994759,0.166882212,0.097657124,0.562595588,FALSE,615.9605287,-0.112378321,0.330961817,0.857381396,FALSE,694.2022647,-0.033670162,0.770801918,0.996190123,FALSE
ENSMUSG00000000326,Comt,228.6039198,-0.256935698,0.134575954,0.636861052,FALSE,180.8541563,-0.012162778,0.930288297,0.994054303,FALSE,190.4969544,-0.049830719,0.6996664,0.99408786,FALSE
ENSMUSG00000000339,Rtca,176.6808733,-0.213630259,0.134254219,0.636248255,FALSE,137.2856522,-0.135032563,0.429855743,0.897151523,FALSE,168.9002304,0.099341162,0.428163608,0.974980319,FALSE
ENSMUSG00000000340,Dbt,240.8197003,-0.062461228,0.688223329,0.958553334,FALSE,186.3178967,0.074799706,0.56703844,0.935930229,FALSE,164.2877063,0.003930447,0.974282196,0.998587315,FALSE
ENSMUSG00000000346,Dazap2,1179.961673,-0.183173119,0.105413427,0.581423186,FALSE,838.6087252,-0.17170173,0.09790117,0.603098797,FALSE,661.3497654,-0.054867547,0.636581053,0.989160178,FALSE
ENSMUSG00000000355,Mcts1,192.5953707,0.100329068,0.503789595,0.92172479,FALSE,202.598483,0.048961711,0.723051513,0.965146421,FALSE,184.2297454,0.09796484,0.423578131,0.972920698,FALSE
ENSMUSG00000000359,Rem1,1.173943342,-0.096909008,NA,NA,NA,0.365096037,0.01968231,0.744554418,NA,NA,1.690053869,-0.160382474,0.018860465,NA,NA
ENSMUSG00000000365,Rnf17,5.52113911,-0.058025158,0.730886455,NA,NA,3.51695124,0.017801437,0.911376518,NA,NA,3.053710519,-0.017607441,0.848083476,NA,NA
ENSMUSG00000000374,Trappc10,506.5675317,-0.083439079,0.420226276,0.889539853,FALSE,446.2407204,-0.043880543,0.694210302,0.958767497,FALSE,635.4662442,0.001807128,0.985160196,0.998587315,FALSE
ENSMUSG00000000378,Ccm2,259.3283926,-0.2564624,0.063624245,0.459534383,FALSE,209.712576,-0.118265889,0.402565877,0.884980031,FALSE,251.6117437,-0.005689643,0.961953425,0.998587315,FALSE
ENSMUSG00000000381,Wap,5.220534915,0.05060378,0.769087598,NA,NA,2.869046819,-0.033725016,0.81872976,NA,NA,4.191414735,-0.08696399,0.381250694,NA,NA
ENSMUSG00000000384,Tbrg4,441.536145,0.017135428,0.894825338,0.991677763,FALSE,265.2781743,-0.04147974,0.768252717,0.971028661,FALSE,295.665095,-0.08440446,0.473965965,0.975637574,FALSE
ENSMUSG00000000385,Tmprss2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.024694926,-0.006219961,0.754481504,NA,NA
ENSMUSG00000000386,Mx1,0.130438149,-0.0263367,0.510581889,NA,NA,0.114321828,-0.026431648,0.505741032,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000392,Fap,0.373972251,-0.016868803,0.770523326,NA,NA,0.231430298,0.000189412,0.996726269,NA,NA,3.505335356,0.052045247,0.541206052,NA,NA
ENSMUSG00000000394,Gcg,0,NA,NA,NA,NA,9.125040704,-0.53656257,0.005627206,0.132883736,FALSE,2.417675425,-0.055994977,0.496478761,NA,NA
ENSMUSG00000000399,Ndufa9,422.1787089,-0.185794879,0.137624,0.643243565,FALSE,264.2592055,-0.250045237,0.070172671,0.526870812,FALSE,311.715234,-0.136358768,0.23043985,0.953550706,FALSE
ENSMUSG00000000402,Egfl6,5.239999952,0.330895042,0.031751945,NA,NA,2.591460128,0.042749381,0.746126006,NA,NA,29.48369972,0.031258397,0.822919805,0.997722504,FALSE
ENSMUSG00000000409,Lck,22.70476328,-0.345085006,0.095876704,0.560802295,FALSE,6.32155642,0.143789782,0.423857037,0.8957406,FALSE,9.664869452,-0.048785519,0.689080373,NA,NA
ENSMUSG00000000411,Tssk3,2.300683513,-0.154460862,0.170080661,NA,NA,2.13501074,-0.097298693,0.455350362,NA,NA,2.585061003,0.061515289,0.39008802,NA,NA
ENSMUSG00000000416,Cttnbp2,1770.553324,0.003967515,0.970200575,0.995861536,FALSE,4869.867553,0.177142533,0.013414814,0.229999495,FALSE,10175.92445,-0.001546021,0.988499227,0.998587315,FALSE
ENSMUSG00000000420,Galnt1,741.999034,-0.137731544,0.192749801,0.721955453,FALSE,285.4900202,0.161829001,0.179291453,0.736120627,FALSE,275.2978825,-0.0273291,0.83523864,0.998229952,FALSE
ENSMUSG00000000435,Myf5,0.10266275,-0.02459935,0.529597944,NA,NA,0.117108469,0.026346839,0.508355018,NA,NA,0.207442246,-0.014665151,0.492349517,NA,NA
ENSMUSG00000000439,Mkrn2,202.7261784,0.103381892,0.528954686,0.927475406,FALSE,175.0785737,0.039679898,0.766967113,0.971028661,FALSE,256.1275357,0.054856084,0.611295976,0.989160178,FALSE
ENSMUSG00000000440,Pparg,0.151916946,0.02858352,0.483095991,NA,NA,1.090721773,0.137626342,0.167752815,NA,NA,1.429068217,-0.023322552,0.685277432,NA,NA
ENSMUSG00000000441,Raf1,1475.134216,0.145923526,0.114643203,0.599878888,FALSE,1093.487147,0.014757968,0.871467353,0.985845234,FALSE,1645.17611,-0.013135797,0.876639324,0.998587315,FALSE
ENSMUSG00000000486,1-Sep,40.39352764,-0.093674987,0.64919375,0.952977277,FALSE,33.38177187,0.096496448,0.632668126,0.951625274,FALSE,8.50181976,-0.026572812,0.810833832,NA,NA
ENSMUSG00000000489,Pdgfb,2.209950865,0.1223079,0.260331843,NA,NA,2.800900287,0.048734017,0.752314478,NA,NA,5.60216328,-0.072306695,0.506675172,NA,NA
ENSMUSG00000000530,Acvrl1,1.269793506,-0.013471514,0.882364251,NA,NA,0.68497569,-0.018224124,0.806569239,NA,NA,3.480882076,-0.112361312,0.171974596,NA,NA
ENSMUSG00000000531,Grasp,33.51488826,-0.277284839,0.174686829,0.695716781,FALSE,37.47943288,-0.044451383,0.819903382,0.979018216,FALSE,36.61551172,-0.156123869,0.292819857,0.954084435,FALSE
ENSMUSG00000000532,Acvr1b,457.7735556,-0.36890178,0.001649282,0.039361775,TRUE,943.8417139,0.033414607,0.748699737,0.970292242,FALSE,1296.088962,0.094498895,0.336589837,0.963221449,FALSE
ENSMUSG00000000538,Tom1l2,1390.71312,0.697384768,1.12E-07,8.79E-06,TRUE,880.6089777,-0.095407493,0.447894862,0.904234537,FALSE,1058.641479,0.004973497,0.957081408,0.998587315,FALSE
ENSMUSG00000000544,Gpa33,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000552,Zfp385a,254.5318336,0.078477575,0.655526572,0.954667214,FALSE,224.8067428,-0.185719845,0.168344635,0.72161661,FALSE,241.8309964,-0.109533815,0.394244328,0.966032646,FALSE
ENSMUSG00000000555,Itga5,321.6392536,-0.133350673,0.2823127,0.806623493,FALSE,17.03223268,-0.135403981,0.514770566,0.925537861,FALSE,27.7631072,-0.340146778,0.020835986,0.589910305,FALSE
ENSMUSG00000000560,Gabra2,476.8443809,2.240603193,2.23E-27,1.30E-24,TRUE,275.1043477,1.459949468,1.90E-21,1.99E-18,TRUE,335.3444071,0.525988943,8.35E-06,0.006591026,TRUE
ENSMUSG00000000561,Wdr77,691.9262937,0.099236385,0.423838291,0.890530804,FALSE,306.7589181,-0.119602521,0.34356944,0.862383685,FALSE,387.8891558,0.024274721,0.829318324,0.997888077,FALSE
ENSMUSG00000000562,Adora3,0.245288829,-0.001043246,0.981498172,NA,NA,0.362309395,-0.019925587,0.74097782,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000563,Atp5f1,352.0956308,-0.204230031,0.187177843,0.715398942,FALSE,243.9595976,-0.153907211,0.244008352,0.796662642,FALSE,263.9199088,-0.111157906,0.400160399,0.966032646,FALSE
ENSMUSG00000000567,Sox9,4504.613519,0.065660394,0.512264161,0.924417237,FALSE,748.2393351,0.360652808,0.009368357,0.183370566,FALSE,290.9567282,-0.023475619,0.87314258,0.998587315,FALSE
ENSMUSG00000000568,Hnrnpd,4495.158734,-0.102508889,0.430164093,0.893295621,FALSE,2370.260408,-0.061848746,0.537179016,0.930765123,FALSE,2656.491913,-0.030499797,0.787369763,0.996231565,FALSE
ENSMUSG00000000579,Dynlt1c,10.43160582,0.152415016,0.452818801,0.902174365,FALSE,7.511438329,0.176538144,0.378074362,0.877308244,FALSE,8.453435065,0.016482251,0.892564345,NA,NA
ENSMUSG00000000581,C1d,171.9707327,0.107539165,0.523073486,0.926260646,FALSE,197.6486109,-0.237566746,0.123459085,0.647789608,FALSE,184.7190747,-0.026597421,0.825895634,0.997722504,FALSE
ENSMUSG00000000594,Gm2a,199.2814364,0.843244593,1.29E-07,9.92E-06,TRUE,84.76823569,0.716165702,2.62E-05,0.002176258,TRUE,141.7720068,0.100581735,0.443143674,0.975637574,FALSE
ENSMUSG00000000600,Krit1,656.8541209,-0.004090182,0.974563906,0.996377702,FALSE,509.0462119,0.111682647,0.288557331,0.829691064,FALSE,627.8402148,0.07496362,0.550079683,0.98519269,FALSE
ENSMUSG00000000605,Clcn4-2,373.469548,0.058647256,0.633047587,0.949120784,FALSE,452.7730404,0.129761964,0.181846344,0.741123039,FALSE,929.6691263,-0.00672466,0.944885,0.998587315,FALSE
ENSMUSG00000000606,Vmn2r88,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000617,Grm6,1.199410012,-0.062017551,0.533401889,NA,NA,1.701561385,-0.232380961,0.051670862,NA,NA,2.381556785,-0.069101528,0.291623839,NA,NA
ENSMUSG00000000627,Sema4f,48.23551467,-0.215506028,0.281798117,0.806099354,FALSE,112.6305645,0.183204889,0.338573293,0.860598858,FALSE,432.149578,0.081071885,0.509219589,0.978163004,FALSE
ENSMUSG00000000628,Hk2,533.775588,-0.090965943,0.457518598,0.903426963,FALSE,153.6651888,0.161663652,0.284635031,0.827630524,FALSE,126.0500631,0.002562779,0.985205454,0.998587315,FALSE
ENSMUSG00000000631,Myo18a,1139.921447,-0.106674901,0.392605438,0.88031855,FALSE,1166.811644,-0.068397395,0.509305699,0.925537861,FALSE,1494.61188,-0.079148741,0.48857296,0.975637574,FALSE
ENSMUSG00000000632,Sez6,286.7615541,0.431082916,0.014185639,0.194367205,FALSE,6804.018193,0.496609619,2.59E-05,0.002163961,TRUE,8301.611318,0.050219668,0.690526467,0.993138678,FALSE
ENSMUSG00000000673,Haao,1.182798441,-0.056460302,0.586179313,NA,NA,1.338238409,0.021519354,0.847343957,NA,NA,5.51332407,-0.151175388,0.14673913,NA,NA
ENSMUSG00000000682,Cd52,0,NA,NA,NA,NA,0.114321828,-0.026431648,0.505741032,NA,NA,0.074084777,-0.012546751,0.536018262,NA,NA
ENSMUSG00000000686,Abhd15,17.7148727,-0.161166201,0.439765117,0.897260185,FALSE,12.52328209,0.051252035,0.803319413,0.974988327,FALSE,6.266613553,0.090004264,0.426287831,NA,NA
ENSMUSG00000000690,Hoxb6,0,NA,NA,NA,NA,0.258089727,-0.002544482,0.957761641,NA,NA,0.35398863,-0.001994762,0.943412883,NA,NA
ENSMUSG00000000693,Loxl3,119.1636505,-0.20404523,0.210585885,0.737429257,FALSE,19.39337346,0.152842684,0.462785047,0.90993615,FALSE,13.91579334,-0.16440027,0.232376024,NA,NA
ENSMUSG00000000701,Tcl1b5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000706,Btn1a1,1.893390519,-0.010095762,0.93164953,NA,NA,2.27900128,0.174109313,0.209018358,NA,NA,0.049389851,-0.010185218,0.610404893,NA,NA
ENSMUSG00000000708,Kat2b,418.0311318,0.269432655,0.016124853,0.211228349,FALSE,221.4408933,0.125435367,0.330370582,0.857163705,FALSE,255.4967381,0.120917738,0.31092119,0.960266843,FALSE
ENSMUSG00000000711,Rab5b,133.0485979,0.0007338,0.9960462,0.999721403,FALSE,128.1697538,-0.067904501,0.638627328,0.952275642,FALSE,163.0846155,0.063896738,0.604818251,0.987507028,FALSE
ENSMUSG00000000724,Cryba1,13.81083732,0.627470671,0.002099464,0.047468688,TRUE,8.374104834,0.248174906,0.20485326,0.766681131,FALSE,13.13210607,-0.097677543,0.456222857,NA,NA
ENSMUSG00000000730,Dnmt3l,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.492016361,-0.012781874,0.681561672,NA,NA
ENSMUSG00000000731,Aire,2.413559042,-0.092766957,0.422701797,NA,NA,0.575559443,0.053079837,0.461251409,NA,NA,2.215623781,0.006694213,0.928834398,NA,NA
ENSMUSG00000000732,Icosl,11.11669199,-0.328593309,0.099734992,0.566983183,FALSE,0.604557037,-0.024556622,0.751489634,NA,NA,2.559753336,0.13555287,0.072724998,NA,NA
ENSMUSG00000000738,Spg7,362.7803011,-0.098062403,0.449015735,0.900250354,FALSE,292.1245261,-0.119396899,0.307360176,0.840471613,FALSE,284.2865334,0.039419122,0.750598279,0.994656521,FALSE
ENSMUSG00000000739,Sult5a1,0.357242445,-0.00840034,0.870998331,NA,NA,0.238057044,0.000886572,0.98483673,NA,NA,3.138277038,-0.060726015,0.411441541,NA,NA
ENSMUSG00000000740,Rpl13,215.4244018,-0.079463767,0.543381337,0.931889664,FALSE,405.4803126,-0.381200791,0.010228979,0.192992883,FALSE,258.3445173,-0.315486551,0.020174992,0.584719257,FALSE
ENSMUSG00000000743,Chmp1a,148.4811699,-0.04005156,0.797833485,0.975283367,FALSE,236.4449054,-0.358002291,0.029192762,0.346081963,FALSE,207.1403647,-0.308123004,0.008271209,0.427551435,FALSE
ENSMUSG00000000751,Rpa1,775.2344962,-0.114876751,0.328427093,0.838197818,FALSE,156.9265789,-0.204252292,0.125563,0.652353613,FALSE,161.0243264,-0.114192055,0.341882579,0.965660065,FALSE
ENSMUSG00000000753,Serpinf1,25.70634241,0.192859011,0.348094044,0.852666542,FALSE,10.53493402,0.099652637,0.621888766,0.949114181,FALSE,24.68945522,-0.045952786,0.740431821,0.994656521,FALSE
ENSMUSG00000000759,Tubgcp3,1052.924947,-0.077681616,0.432303557,0.895000106,FALSE,529.8711587,-0.181274241,0.091316469,0.590013386,FALSE,581.4251888,0.105249421,0.387440313,0.966032646,FALSE
ENSMUSG00000000766,Oprm1,0.455750837,0.048907935,0.358046829,NA,NA,2.910853849,0.234109368,0.129020057,NA,NA,13.30652081,-0.152427675,0.238311372,NA,NA
ENSMUSG00000000776,Polr3d,124.8751874,-0.09197725,0.565134852,0.934503736,FALSE,59.08737632,0.029371683,0.869729425,0.985845234,FALSE,89.90737189,0.107801905,0.428083741,0.974980319,FALSE
ENSMUSG00000000782,Tcf7,70.59022369,-0.273713862,0.139907221,0.647157811,FALSE,13.93000185,0.108816894,0.601746068,0.943214245,FALSE,50.00733301,-0.181297971,0.214662485,0.951549054,FALSE
ENSMUSG00000000787,Ddx3x,4957.119834,-0.025806718,0.815860841,0.978541629,FALSE,2912.449646,-0.016337506,0.850297848,0.983244284,FALSE,3120.92931,0.07603324,0.525404275,0.980124006,FALSE
ENSMUSG00000000791,Il12rb1,0.130438149,-0.0263367,0.510581889,NA,NA,0.545078142,-0.002120988,0.975396708,NA,NA,0.44288549,-0.014327367,0.646838037,NA,NA
ENSMUSG00000000792,Slc5a5,12.41643584,-0.020509573,0.918457582,0.993768963,FALSE,3.618658959,0.146399912,0.345360382,NA,NA,11.5254399,-0.020899636,0.872016465,NA,NA
ENSMUSG00000000794,Kcnn3,172.2345238,0.051422285,0.775836301,0.970862745,FALSE,668.3197045,0.32494416,0.01127418,0.205560727,FALSE,678.6698126,0.197593356,0.037566938,0.712037944,FALSE
ENSMUSG00000000804,Usp32,979.5966793,0.045542791,0.725594676,0.961222618,FALSE,723.3035498,0.044349505,0.683221009,0.957835275,FALSE,1097.138797,0.149771421,0.145507951,0.921057435,FALSE
ENSMUSG00000000805,Car4,0.186346864,-0.031632608,0.468640547,NA,NA,0.76029667,-0.045562579,0.608416737,NA,NA,1.036201619,0.065073898,0.176996913,NA,NA
ENSMUSG00000000811,Txnrd3,64.68168961,0.055116388,0.761195258,0.968298982,FALSE,50.14386014,0.036008378,0.847457532,0.982315393,FALSE,79.50176023,-0.076150365,0.584915154,0.987476362,FALSE
