,geneSymbol,pax6_baseMean,pax6_log2FoldChange,pax6_pvalue,pax6_padj,pax6_threshold,tbr2_baseMean,tbr2_log2FoldChange,tbr2_pvalue,tbr2_padj,tbr2_threshold,neg_baseMean,neg_log2FoldChange,neg_pvalue,neg_padj,neg_threshold
ENSMUSG00000097081,Gm10425,0.208024112,0.003010579,0.945718164,NA,NA,0.355682649,-0.020669775,0.730194554,NA,NA,0.553399078,-0.020928802,0.579651143,NA,NA
ENSMUSG00000097082,4933440J02Rik,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097083,D930019O06Rik,0.11485068,0.026691148,0.499263537,NA,NA,0,NA,NA,NA,NA,0.125310436,0.013487708,0.509558609,NA,NA
ENSMUSG00000097084,Foxl1,0,NA,NA,NA,NA,0.124252352,-0.026983359,0.501274724,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097085,Gm26634,2.408623276,0.211128526,0.079978172,NA,NA,0.736721675,-0.044276615,0.61620506,NA,NA,0.207442246,-0.014665151,0.492349517,NA,NA
ENSMUSG00000097086,Gm7672,0.553824149,0.025397866,0.726042531,NA,NA,0.730113281,-0.046916065,0.594682659,NA,NA,0.590378438,-0.000469162,0.989760788,NA,NA
ENSMUSG00000097087,Gm26878,0.258724756,0.000300332,0.994735476,NA,NA,0.114321828,-0.026431648,0.505741032,NA,NA,0.024694926,-0.006219961,0.754481504,NA,NA
ENSMUSG00000097088,Gm26615,25.17519363,0.054702654,0.790316853,0.973702211,FALSE,17.66028361,0.182508891,0.381293486,0.878859876,FALSE,20.71819662,0.11687453,0.410495988,0.96914809,FALSE
ENSMUSG00000097089,Gm26879,0.466201797,-0.062618908,0.302667441,NA,NA,0,NA,NA,NA,NA,0.174700287,0.005171257,0.817217247,NA,NA
ENSMUSG00000097090,Gm26724,53.71533817,0.069962476,0.714213895,0.961183056,FALSE,30.33607476,-0.04170635,0.839394918,0.981394549,FALSE,50.47445566,0.076360156,0.606252337,0.987507028,FALSE
ENSMUSG00000097091,4930526L06Rik,0.51605126,-0.079889391,0.242913427,NA,NA,0.498749569,0.045575378,0.533233894,NA,NA,0.309253804,0.019153346,0.54284243,NA,NA
ENSMUSG00000097092,Gm26725,0.131368666,0.027642176,0.490287438,NA,NA,1.96937112,0.035443496,0.776950455,NA,NA,2.712901164,-0.067846127,0.361022206,NA,NA
ENSMUSG00000097093,C330013E15Rik,3.410791687,0.029078314,0.85085303,NA,NA,3.130023711,0.164399572,0.283539204,NA,NA,3.184955885,0.113604667,0.20986295,NA,NA
ENSMUSG00000097094,Gm26548,0,NA,NA,NA,NA,11.47088364,-0.171948057,0.399758695,0.882785377,FALSE,4.804380154,0.078427589,0.432289735,NA,NA
ENSMUSG00000097095,Gm26547,1.244470952,0.093614251,0.354865702,NA,NA,0.358767084,-0.018415169,0.737167412,NA,NA,2.060497387,-0.00035086,0.996454481,NA,NA
ENSMUSG00000097097,5033426O07Rik,0.186346864,-0.031632608,0.468640547,NA,NA,0.278760823,0.035256174,0.442206202,NA,NA,0.482773279,-0.013293279,0.66806187,NA,NA
ENSMUSG00000097098,9330111N05Rik,133.2257696,0.05224602,0.747070113,0.964090808,FALSE,6.32961961,-0.122894315,0.508344956,0.925537861,FALSE,10.52873808,0.014799766,0.900417635,NA,NA
ENSMUSG00000097099,Gm9917,39.85728351,-0.059242932,0.769110973,0.970171357,FALSE,10.78635422,0.148351474,0.467889327,0.911241248,FALSE,18.55765294,-0.074001407,0.605056122,0.987507028,FALSE
ENSMUSG00000097100,9230104M06Rik,8.7837366,-0.314258887,0.100020617,0.568001994,FALSE,5.165050815,-0.038940203,0.830752455,NA,NA,8.098328625,0.075273273,0.508485501,NA,NA
ENSMUSG00000097101,1810034E14Rik,28.34182351,0.085773668,0.676430963,0.954984523,FALSE,11.04495873,0.20124837,0.325155319,0.854720531,FALSE,11.75734644,0.121120609,0.369472192,NA,NA
ENSMUSG00000097102,2310069G16Rik,10.94550174,0.248945595,0.197950413,0.72770466,FALSE,2.724227731,0.140182013,0.336122985,NA,NA,18.38375891,0.012803434,0.918534369,0.998587315,FALSE
ENSMUSG00000097103,Gm2885,49.37188274,0.056125101,0.775123233,0.970709328,FALSE,23.18804826,-0.048508514,0.813908782,0.977879409,FALSE,15.14666819,0.077126969,0.580477092,NA,NA
ENSMUSG00000097104,Gm26579,0.152512212,-0.027371462,0.501969829,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097106,Rpl31-ps23,0.131368666,0.027642176,0.490287438,NA,NA,0,NA,NA,NA,NA,0.178731422,-0.014173775,0.500936524,NA,NA
ENSMUSG00000097107,Gm6846,0,NA,NA,NA,NA,0.114321828,-0.026431648,0.505741032,NA,NA,0.159248443,0.009085023,0.671760355,NA,NA
ENSMUSG00000097108,Gm26581,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097109,Gm26580,24.14224968,-0.117802646,0.572208229,0.9359625,FALSE,27.31010701,-0.33292326,0.110667458,0.624463783,FALSE,80.24864496,-0.0323575,0.8256994,0.997722504,FALSE
ENSMUSG00000097110,Gm26726,0.256573214,0.034974385,0.438471052,NA,NA,0,NA,NA,NA,NA,0.159248443,0.009085023,0.671760355,NA,NA
ENSMUSG00000097111,Gm26589,6.717487875,-0.069198185,0.673163819,NA,NA,1.237844961,-0.009121924,0.929483769,NA,NA,3.514352462,0.058131312,0.49967283,NA,NA
ENSMUSG00000097112,Gm26727,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097113,Gm19705,10.78179107,0.277806419,0.162721676,0.680226901,FALSE,4.225120299,-0.020238173,0.906060916,NA,NA,4.506155851,0.20636184,0.047018877,NA,NA
ENSMUSG00000097114,Gm26728,4.076818099,-0.104096911,0.504379595,NA,NA,16.01283724,-0.016769004,0.935600921,0.994198893,FALSE,8.1282478,-0.135669908,0.240317031,NA,NA
ENSMUSG00000097115,1810019N24Rik,9.48838263,-0.067498472,0.724622289,0.961222618,FALSE,4.048469528,0.057948724,0.7289941,NA,NA,5.067312989,-0.04346316,0.691577881,NA,NA
ENSMUSG00000097116,Gm26729,0.151916946,0.02858352,0.483095991,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097117,Gm26730,0.550816429,-0.049424465,0.501521353,NA,NA,0.679612469,0.093424399,0.203207083,NA,NA,0.870743665,-0.006870558,0.888128734,NA,NA
ENSMUSG00000097118,Gm17514,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097119,B230354K17Rik,501.4909963,0.025143045,0.833765019,0.980693152,FALSE,223.699992,-0.063765778,0.626130658,0.950173807,FALSE,181.5897876,0.146984796,0.282957504,0.953828624,FALSE
ENSMUSG00000097120,Gm26887,0.647381027,-0.025064606,0.742100457,NA,NA,0.749556937,-0.097108154,0.284739638,NA,NA,0.125310436,0.013487708,0.509558609,NA,NA
ENSMUSG00000097121,D130020L05Rik,32.02982023,0.060269237,0.771152611,0.970320164,FALSE,21.43033556,-0.269529864,0.19566028,0.754744852,FALSE,21.32652065,-0.122779859,0.395444167,0.966032646,FALSE
ENSMUSG00000097122,Gm26624,13.89004804,0.053018928,0.794629546,0.974581344,FALSE,10.01568711,0.033667373,0.870117293,0.985845234,FALSE,6.583494624,-0.067693539,0.563400837,NA,NA
ENSMUSG00000097123,Gm6297,71.71193028,0.029281737,0.881475905,0.987850839,FALSE,33.51426224,0.126912455,0.527888553,0.929193994,FALSE,42.60363342,0.170435535,0.239894454,0.953550706,FALSE
ENSMUSG00000097124,A530020G20Rik,0,NA,NA,NA,NA,0.862142674,0.018429456,0.840634997,NA,NA,1.172478844,-0.000614705,0.990434358,NA,NA
ENSMUSG00000097125,Gm26885,16.25353428,0.100745865,0.629073165,0.949120784,FALSE,1.413221417,0.095762394,0.383698729,NA,NA,3.621064727,0.135104521,0.167122755,NA,NA
ENSMUSG00000097127,Gm26886,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097128,Gm26884,14.19493942,-0.478470435,0.017141113,0.220527393,FALSE,10.10511048,-0.10282273,0.617084127,0.94725338,FALSE,7.814454542,-0.001703513,0.988224019,NA,NA
ENSMUSG00000097129,4930507D05Rik,11.70671451,-0.028818589,0.889016111,0.99041179,FALSE,5.177838519,0.16903927,0.343702387,NA,NA,4.12631944,0.009167533,0.922512917,NA,NA
ENSMUSG00000097130,Gm5262,6.595739436,-0.072544918,0.69541429,NA,NA,4.089838681,-0.026884019,0.876170651,NA,NA,3.581889114,0.051302264,0.582244322,NA,NA
ENSMUSG00000097131,D230017M19Rik,126.5345448,0.135301124,0.433462436,0.895494444,FALSE,66.74990336,0.417179755,0.018415635,0.278249027,FALSE,94.74752797,-0.006522566,0.960453644,0.998587315,FALSE
ENSMUSG00000097133,Gm26628,32.67286184,0.159276586,0.437754586,0.897260185,FALSE,5.494263946,0.157053749,0.366143548,NA,NA,12.03431269,0.104626173,0.408966654,NA,NA
ENSMUSG00000097134,1110002J07Rik,15.81155043,0.093849921,0.652216193,0.954156274,FALSE,28.87670694,-0.318460077,0.108678785,0.621558532,FALSE,19.67296015,0.002576122,0.98554533,0.998587315,FALSE
ENSMUSG00000097135,4932430I15Rik,336.6293816,-0.190820051,0.098983038,0.564965317,FALSE,43.34145345,-0.007808202,0.966873381,0.997899981,FALSE,28.79740919,-0.167787149,0.250192007,0.953550706,FALSE
ENSMUSG00000097136,Gm26772,682.981755,0.106627966,0.448426185,0.900250354,FALSE,372.3847904,0.176041354,0.288666054,0.829691064,FALSE,227.8255421,0.220262033,0.100599204,0.877647648,FALSE
ENSMUSG00000097137,Gm26627,0.11485068,0.026691148,0.499263537,NA,NA,0.238057044,0.000886572,0.98483673,NA,NA,0.903853759,-0.058263738,0.164067541,NA,NA
ENSMUSG00000097138,Gm26625,399.5204539,0.139664445,0.216684108,0.745506213,FALSE,261.7329861,0.150162639,0.275622998,0.81938987,FALSE,272.3120717,0.097753738,0.370911297,0.966032646,FALSE
ENSMUSG00000097139,Gm26626,0,NA,NA,NA,NA,1.089954208,0.100848947,0.31807878,NA,NA,0.049389851,-0.010185218,0.610404893,NA,NA
ENSMUSG00000097140,Gm26779,19.95844585,0.046750098,0.820875088,0.978671254,FALSE,9.855082576,0.087571531,0.666000649,0.956970795,FALSE,7.231453716,-0.088864951,0.444404062,NA,NA
ENSMUSG00000097141,Gm10524,161.0810175,0.128970774,0.384354251,0.874576495,FALSE,133.6744869,0.017228269,0.903584962,0.988934352,FALSE,164.0875031,0.064933013,0.599836912,0.987507028,FALSE
ENSMUSG00000097142,Gm26778,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097143,Gm17608,141.0486716,0.036273754,0.814651842,0.978238209,FALSE,91.34285023,0.09458776,0.590872721,0.940632201,FALSE,102.4600376,-0.121450865,0.339583902,0.963560047,FALSE
ENSMUSG00000097145,9230114K14Rik,23.28361704,-0.189487099,0.363732374,0.863353597,FALSE,4.666163968,-0.132965663,0.451500076,NA,NA,4.474949939,-0.077629208,0.447747095,NA,NA
ENSMUSG00000097146,Gm4211,0.589840871,0.038630052,0.536495101,NA,NA,0.950638384,0.091995283,0.275889711,NA,NA,4.322236466,0.072503365,0.480343371,NA,NA
ENSMUSG00000097147,Gm26780,5.954943979,-0.25735259,0.103939266,NA,NA,1.397122758,0.019087877,0.865059597,NA,NA,16.43740644,0.241692678,0.071556126,0.833456061,FALSE
ENSMUSG00000097148,Gm3839,0.11485068,0.026691148,0.499263537,NA,NA,0.140981258,-0.027819413,0.494622324,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097149,G630030J09Rik,6.113670304,0.088888078,0.6043168,NA,NA,9.517177803,-0.062927167,0.755949964,0.971028661,FALSE,16.93696322,-0.014037287,0.916932623,0.998587315,FALSE
ENSMUSG00000097150,Gm26513,6.607766197,-0.034066691,0.845532145,NA,NA,3.762558677,0.053214262,0.741628714,NA,NA,5.130170456,-0.007964468,0.941163351,NA,NA
ENSMUSG00000097151,Gm26514,121.0028388,0.354984157,0.035791285,0.341262447,FALSE,102.32683,0.148387551,0.34862657,0.865895971,FALSE,83.19684829,0.105356263,0.422233834,0.972920698,FALSE
ENSMUSG00000097152,Gm26515,1.567481035,-0.138683188,0.204681169,NA,NA,2.735662329,0.070052401,0.61106601,NA,NA,1.602385956,0.051656682,0.466554449,NA,NA
ENSMUSG00000097154,Gm26510,12.81754433,0.107392441,0.562387825,0.934503736,FALSE,1.27350564,-0.089977588,0.423614146,NA,NA,7.09087638,0.076601853,0.339757907,NA,NA
ENSMUSG00000097155,Gm26511,32.75954592,0.114460734,0.572782159,0.9359625,FALSE,23.38805215,0.436303583,0.032927481,0.371225402,FALSE,30.66556492,-0.020728522,0.888710634,0.998587315,FALSE
ENSMUSG00000097156,Gm3764,18220.2019,0.017727931,0.817592245,0.978549452,FALSE,11454.8649,0.008295422,0.942706723,0.995218657,FALSE,7973.621786,0.001253654,0.990530618,0.998587315,FALSE
ENSMUSG00000097157,Gm26512,1.813550827,-0.125580417,0.310812945,NA,NA,0.240241611,-0.000752029,0.987181311,NA,NA,0.65932287,-0.00098225,0.979620394,NA,NA
ENSMUSG00000097158,Gm26516,22.12741714,0.14251332,0.492484575,0.915795574,FALSE,21.82689329,-0.057342485,0.783009392,0.972616267,FALSE,27.17710768,-0.143671005,0.31578351,0.961660285,FALSE
ENSMUSG00000097159,Gm26517,4.462938671,-0.140428304,0.376744732,NA,NA,0.839192206,0.063165298,0.493471118,NA,NA,1.939515174,0.052652367,0.416003296,NA,NA
ENSMUSG00000097160,A630072L19Rik,25.22438482,0.063377462,0.761163106,0.968298982,FALSE,68.79577473,0.081428022,0.621990084,0.949114181,FALSE,38.45586966,-0.010106079,0.945431827,0.998587315,FALSE
ENSMUSG00000097162,2310010J17Rik,18.86588566,0.117019684,0.574723314,0.936778236,FALSE,4.879479017,-0.134067452,0.454835744,NA,NA,8.864247665,0.026380172,0.838940765,NA,NA
ENSMUSG00000097163,BC051077,3.777411942,-0.219071399,0.101790848,NA,NA,0.736818819,0.032728296,0.670030169,NA,NA,0.811661341,0.052391104,0.274510601,NA,NA
ENSMUSG00000097164,Ccdc41os1,129.0659826,-0.118411281,0.481325418,0.912425575,FALSE,37.73036779,-0.198266913,0.32428674,0.854396645,FALSE,52.6012173,0.096183528,0.517336524,0.980098489,FALSE
ENSMUSG00000097165,2210008F06Rik,18.11440309,-0.59162955,0.004569219,0.084585565,FALSE,26.04854553,0.050102233,0.810788398,0.976695157,FALSE,38.10652582,-0.02242788,0.879986731,0.998587315,FALSE
ENSMUSG00000097166,9330179D12Rik,301.7610757,0.36259523,0.042420806,0.372192627,FALSE,133.1331548,-0.06024228,0.718351408,0.96473461,FALSE,35.91106122,0.308626243,0.029577155,0.678161637,FALSE
ENSMUSG00000097167,Gm16740,20.16030863,-0.146782377,0.480609918,0.91232464,FALSE,10.90352582,0.028217277,0.891655237,0.988150103,FALSE,13.65250437,0.12296239,0.351060522,NA,NA
ENSMUSG00000097168,C230088H06Rik,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097169,Gm26661,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.125310436,0.013487708,0.509558609,NA,NA
ENSMUSG00000097170,Gm16982,96.59373151,0.052198973,0.752074921,0.96457189,FALSE,83.43108368,-0.047250635,0.78664167,0.973231345,FALSE,166.9386919,0.08826493,0.497551828,0.975637574,FALSE
ENSMUSG00000097171,Gm17644,0.152512212,-0.027371462,0.501969829,NA,NA,0.360488367,0.0191587,0.75013483,NA,NA,0.22063116,0.00343124,0.888222741,NA,NA
ENSMUSG00000097172,4930444M15Rik,27.00359273,-0.097982043,0.638111204,0.94949595,FALSE,27.73590518,-0.091195429,0.662145603,0.956126426,FALSE,35.88936812,0.090838447,0.53245808,0.981064313,FALSE
ENSMUSG00000097173,Gm26829,0.890847669,-0.059888362,0.397696787,NA,NA,0.371637845,-0.057480772,0.322112745,NA,NA,0.358610939,0.02195193,0.503222063,NA,NA
ENSMUSG00000097174,Gm4890,31.85957313,0.192706859,0.347382638,0.852464855,FALSE,5.358654472,-0.008982099,0.958684323,NA,NA,5.133504569,0.167210038,0.112350349,NA,NA
ENSMUSG00000097175,Gm27018,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097176,Gm26830,1.266553475,0.006049056,0.950547875,NA,NA,1.718044595,0.075245333,0.553560847,NA,NA,1.353257101,0.025524686,0.658301518,NA,NA
ENSMUSG00000097177,9330159M07Rik,30.96811752,0.087818912,0.661039476,0.954759248,FALSE,9.810099771,-0.377249387,0.065335241,0.513183082,FALSE,3.605340424,0.134569196,0.15096929,NA,NA
ENSMUSG00000097178,2310002F09Rik,0,NA,NA,NA,NA,0.1125008,0.026080316,0.510560083,NA,NA,2.310727853,0.067388247,0.394112902,NA,NA
ENSMUSG00000097179,1700016D08Rik,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097180,2700038G22Rik,259.0525067,-0.06145151,0.665610783,0.954984523,FALSE,32.41637454,-0.01731801,0.932940028,0.994054303,FALSE,66.30467658,0.035481481,0.799177354,0.996231565,FALSE
ENSMUSG00000097181,4930594M17Rik,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097182,A830009L08Rik,3.447050171,0.044204992,0.746774379,NA,NA,0.604218438,0.016408479,0.819844348,NA,NA,0.894810428,-0.053209611,0.258734448,NA,NA
ENSMUSG00000097183,Gm17501,95.1441393,0.357366114,0.028536339,0.300289461,FALSE,5.328255149,-0.095293854,0.610267097,NA,NA,7.761163269,-0.014081101,0.899154738,NA,NA
ENSMUSG00000097184,4632428C04Rik,0.981910049,-0.039160234,0.65662538,NA,NA,0,NA,NA,NA,NA,0.024694926,-0.006219961,0.754481504,NA,NA
ENSMUSG00000097185,Gm26596,1.162131926,-0.048865241,0.591839891,NA,NA,0.739998438,0.122576244,0.142212166,NA,NA,0.261454406,0.001575816,0.951597606,NA,NA
ENSMUSG00000097186,Gm26595,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097187,Gm19426,25.33273013,-0.230170466,0.260020728,0.789763508,FALSE,10.62602457,0.000422558,0.998359721,0.999780084,FALSE,6.400833754,-0.058761396,0.60815968,NA,NA
ENSMUSG00000097188,Snhg1,1272.587025,0.071206161,0.545236655,0.93205581,FALSE,459.051983,0.099948803,0.391695097,0.881371426,FALSE,715.3441764,0.017923578,0.856502149,0.998587315,FALSE
ENSMUSG00000097189,Gm26594,17.04387398,0.321280457,0.108821678,0.589142248,FALSE,9.769579778,0.139654252,0.476963967,0.914514071,FALSE,10.80080724,0.007905309,0.953437158,NA,NA
ENSMUSG00000097190,Gm11394,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097191,5730422E09Rik,11.04469203,0.185677554,0.358776453,0.859909561,FALSE,5.18885931,0.064957191,0.708859642,NA,NA,10.60451368,0.225439013,0.075036427,NA,NA
ENSMUSG00000097193,Gm26664,27.28486331,0.021470963,0.916475136,0.993768963,FALSE,12.62272481,0.182639559,0.373309974,0.875586072,FALSE,9.491392592,-0.041642895,0.751351983,NA,NA
ENSMUSG00000097194,9330175E14Rik,1.324830783,0.095146894,0.356639934,NA,NA,0.123735215,0.026712137,0.505358831,NA,NA,0.125310436,0.013487708,0.509558609,NA,NA
ENSMUSG00000097195,Snhg5,1143.264839,0.014593093,0.898579853,0.991931048,FALSE,746.9589477,-0.126282759,0.304762011,0.839833289,FALSE,776.485182,-0.218459875,0.044613203,0.750156537,FALSE
ENSMUSG00000097196,Gm26665,0.255174962,-0.036051006,0.438154594,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097197,9530027J09Rik,13.93572422,0.199408958,0.334394191,0.843763403,FALSE,5.914046744,-0.043738018,0.815099536,0.978156748,FALSE,7.882679342,0.088655461,0.417797514,NA,NA
ENSMUSG00000097198,9330159N05Rik,0.943273407,0.092184252,0.261280576,NA,NA,0.728762864,0.083651208,0.321569281,NA,NA,2.400720984,0.053702703,0.465086552,NA,NA
ENSMUSG00000097199,Gm26991,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.171241309,0.009815753,0.655405378,NA,NA
ENSMUSG00000097201,Gm26700,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097202,Gm26701,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097203,4732419C18Rik,0,NA,NA,NA,NA,0.123735215,0.026712137,0.505358831,NA,NA,0.933970174,0.037379409,0.402902662,NA,NA
ENSMUSG00000097204,Gm17690,100.3835629,0.123120088,0.472590893,0.909903495,FALSE,70.82368945,0.144745483,0.391496971,0.881371426,FALSE,68.59290393,0.199588891,0.156806408,0.925082908,FALSE
ENSMUSG00000097205,Gm17540,1.26361672,0.096098703,0.388695083,NA,NA,4.808935389,-0.210201428,0.243773298,NA,NA,2.312639007,-0.004431222,0.952901159,NA,NA
ENSMUSG00000097206,Gm26699,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097207,6030443J06Rik,78.93108406,-0.222434391,0.270166383,0.799148662,FALSE,66.42462564,-0.211278177,0.230131805,0.788791015,FALSE,69.62099833,0.126452534,0.388535649,0.966032646,FALSE
ENSMUSG00000097208,Gm26698,72.93372155,0.160938485,0.417229637,0.888999046,FALSE,87.00718064,0.035568729,0.859804248,0.985430573,FALSE,100.4454672,-0.08588974,0.555870256,0.987108178,FALSE
ENSMUSG00000097209,AU022754,27.87577196,0.482464498,0.019503133,0.239985474,FALSE,74.76459559,0.031244675,0.860354075,0.985430573,FALSE,68.90365751,-0.113613994,0.428044272,0.974980319,FALSE
ENSMUSG00000097210,Fam160a2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097211,BC065403,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.162674704,0.014559422,0.485855994,NA,NA
ENSMUSG00000097212,D030062O11Rik,0.431635693,-0.02985462,0.629152223,NA,NA,0.612469323,-0.019634194,0.800675091,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097213,Gm26745,23.42429287,0.264683389,0.204352683,0.73317988,FALSE,25.16690891,-0.324158248,0.114882486,0.631299716,FALSE,15.12466506,-0.016132803,0.910294733,NA,NA
ENSMUSG00000097214,Gm19791,0.394370976,-0.02093549,0.698727944,NA,NA,0,NA,NA,NA,NA,0.162674704,0.014559422,0.485855994,NA,NA
ENSMUSG00000097215,Gm26550,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097216,4932441J04Rik,0.408490159,0.056583108,0.321255456,NA,NA,0.947993133,0.002688393,0.973786861,NA,NA,1.182274282,0.075058273,0.193070749,NA,NA
ENSMUSG00000097217,Gm26549,23.13161259,0.182277438,0.382158016,0.872450033,FALSE,17.31433448,0.110635822,0.595398752,0.940877833,FALSE,28.6911117,-0.055594217,0.693918675,0.993138678,FALSE
ENSMUSG00000097218,Gm26552,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097219,Gm26551,8.253162617,0.001393633,0.99410446,NA,NA,4.735452895,0.10448264,0.559300602,NA,NA,5.906467584,-0.105098602,0.339852096,NA,NA
ENSMUSG00000097220,Gm26599,19.13876321,0.510039727,0.014489406,0.196867228,FALSE,23.00056575,0.193625152,0.35411131,0.868288475,FALSE,58.60804804,0.057386798,0.699233435,0.99408786,FALSE
ENSMUSG00000097221,1810049J17Rik,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097222,1010001N08Rik,0.10266275,-0.02459935,0.529597944,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097223,Gm2449,0.991998938,0.044797959,0.632838614,NA,NA,0.351325408,0.043673677,0.391098308,NA,NA,0.159248443,0.009085023,0.671760355,NA,NA
ENSMUSG00000097224,Gm26716,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000097225,A330076H08Rik,201.4535763,0.158167478,0.327444873,0.837740376,FALSE,689.5043164,0.354915226,0.004258121,0.112736251,FALSE,1156.581169,0.074005171,0.590965471,0.987476362,FALSE
ENSMUSG00000097226,Gm26600,0.258724756,0.000300332,0.994735476,NA,NA,0.609833366,0.119613839,0.148054759,NA,NA,1.376551194,0.034584055,0.582865613,NA,NA
ENSMUSG00000097227,F630040L22Rik,0.549717988,-0.000192663,0.997829794,NA,NA,2.948556837,0.033634562,0.830992176,NA,NA,8.309446132,0.140379144,0.256476236,NA,NA
ENSMUSG00000097228,Gm26597,0.130438149,-0.0263367,0.510581889,NA,NA,0.123735215,0.026712137,0.505358831,NA,NA,0.289192785,-0.000509804,0.984498947,NA,NA
ENSMUSG00000097229,Gm26598,0.460650717,0.038001123,0.548731162,NA,NA,0.846394189,-0.057899868,0.501094638,NA,NA,0.338582637,-0.007306885,0.820742964,NA,NA
ENSMUSG00000097230,Gm26853,25.10068571,0.126228799,0.540670358,0.931189916,FALSE,8.758987547,-0.040653587,0.837514235,0.981323637,FALSE,14.20181504,7.18E-05,0.999593775,NA,NA
ENSMUSG00000097231,Gm26852,13.07316388,0.005732057,0.977733218,0.996984038,FALSE,12.45548195,-0.029669289,0.886250386,0.987067087,FALSE,18.37923798,0.077287652,0.589511008,0.987476362,FALSE
ENSMUSG00000097232,Gm26854,0.660433507,0.01067851,0.889600658,NA,NA,0.468433878,0.055686304,0.331020516,NA,NA,2.466017328,0.045954384,0.522464309,NA,NA
ENSMUSG00000097233,Gm17552,15.23660116,0.153847536,0.440870334,0.897260185,FALSE,11.8314396,0.16321625,0.427498166,0.896189794,FALSE,23.13940704,-0.002237902,0.987384739,0.998587315,FALSE
ENSMUSG00000097234,Gm26518,192.5032849,0.127790731,0.394682089,0.881456665,FALSE,169.93668,0.169585719,0.302176878,0.838864557,FALSE,122.4983145,-0.145058484,0.286426698,0.953828624,FALSE
ENSMUSG00000097235,Gm17250,2.190191402,0.170798643,0.170871101,NA,NA,0.756874795,0.040555444,0.628395307,NA,NA,1.853376228,0.040355323,0.534056143,NA,NA
ENSMUSG00000097236,4831440E17Rik,17.62671576,-0.101931036,0.624743048,0.949120784,FALSE,8.154456906,0.143669541,0.458341666,0.908314698,FALSE,18.24614729,0.131895965,0.345173435,0.966032646,FALSE
ENSMUSG00000097237,Gm26519,13.34528851,-0.411309988,0.041602899,0.367828054,FALSE,0.262513553,0.001506234,0.975143444,NA,NA,1.348769584,-0.017195301,0.770511229,NA,NA
ENSMUSG00000097239,Gm27029,8.742280678,-0.051109827,0.795489567,0.974617865,FALSE,8.342482976,-0.08948898,0.65196213,0.953679443,FALSE,10.95627904,-0.203211419,0.122030176,NA,NA
ENSMUSG00000097240,Gm26614,9.563844852,0.271905746,0.173523346,0.694967091,FALSE,6.761974841,0.007391107,0.968139854,0.997995889,FALSE,15.80163001,-0.045087337,0.74436113,0.994656521,FALSE
ENSMUSG00000097241,Gm26907,0.221460039,0.00433647,0.922355376,NA,NA,0,NA,NA,NA,NA,0.146546384,0.014153092,0.494221515,NA,NA
